,Links,Video_title,Video pub­lish time,Likes,Views,Watch time (hours),Subscribers,Impressions,Impressions-click-through rate (%),Thumbnails
10,https://rr2---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855320&ei=uHPyY-SPEY6MjMwP6_mImAU&ip=223.223.140.253&id=o-AI8wtfY6wSypDP6XecHTbO2GO5x6opkXkpuerDAZjb8a&itag=22&source=youtube&requiressl=yes&mh=tG&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h557sn6e&ms=au%2Crdu&mv=m&mvi=2&pl=21&initcwndbps=1076250&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=194.188&lmt=1628948477041034&mt=1676833509&fvip=1&fexp=24007246&c=ANDROID&txp=5311224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhAO-roAtS3sbfXvY6uPVhSDt2RYh2pdQa5STBkwuI5sExAiA6qWbPlE7fBGXaY8fj_0TztTT-jbA-Rq6hMh-K08iKQQ%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAL9HM5Dr9CCaVbFB9SQsQvasDFn6TXSwnvTUy1IlsGfXAiAN4tLdNtndDYQlMXBnmxDdQCxf2vard8bftk5D4i7KZw%3D%3D,Bharat Amar Bharatbarsha KARAOKE/INSTRUMENTAL || Manna Dey,"Aug 10, 2021",157,10776,372.5119,59,48856,13.41,https://i.ytimg.com/vi/GAGMVMTXp-o/sddefault.jpg
11,https://rr2---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676855322&ei=unPyY6mFBJG1rQH6m6SgBQ&ip=223.223.140.253&id=o-AMCgCcDsuQZRlvpUoI7aoKkxNc0LODO6ndvcgKyePCGt&itag=18&source=youtube&requiressl=yes&mh=zp&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h557sns7&ms=au%2Crdu&mv=m&mvi=2&pl=21&initcwndbps=1008750&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=163.677&lmt=1635740605549421&mt=1676833266&fvip=2&fexp=24007246&c=ANDROID&txp=6218224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgXNKnmeAkaY_-nN8TWHbtae_agO17Hp8vh-zzK7Zh3NECIHtio9Ykk7kgsd2f1YRwXlApBMn96Mga1FNZByW_tcGG&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgYPnGpp_bN1H4HiLY--JavtN5TJc1NPVtPzlEE3zqoB0CIQDHUC0_0nwmIIdjp3O-R2AC8D03DXHxmCOPZCImFdKUrw%3D%3D,Dil Bechara Title Track Karaoke Download | Sushant Singh Rajput |Download link in description,"Jul 10, 2020",156,4998,77.4735,21,43947,9.15,https://i.ytimg.com/vi/xEb4xDmWlS4/sddefault.jpg
12,https://rr2---sn-fpnioxu-jj0l.googlevideo.com/videoplayback?expire=1676855323&ei=u3PyY-eVNbOZrtoPyNyryAc&ip=223.223.140.253&id=o-AJwIij-zAhcsHyV8lnQZuA9VQjXXOG3B85H6a5foGoIk&itag=22&source=youtube&requiressl=yes&mh=Ff&mm=31%2C29&mn=sn-fpnioxu-jj0l%2Csn-h5576nsk&ms=au%2Crdu&mv=m&mvi=2&pl=21&initcwndbps=1212500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=150.166&lmt=1674868455174718&mt=1676833266&fvip=4&fexp=24007246&c=ANDROID&txp=6211224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAMEfMEFDhnjdZhNkjTCNUz5Diyi6dgE55Kqa5a908ZSvAiEA1NI_OCbMCa9h2o9BF4rFtjuaYNmC9x4oKVu4L2EBdyA%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAKHPs0XvsBJBR7FnZeIQ9V05ihCsfWHL8plrj3nWW15sAiEA0UO91V-ajlkY_0qqBQE1CgzHgkZn5ND1rytTqwbmbCQ%3D,Teri laadki me full karaoke ||Angrezi medium||Irfan khan|karaoke download link in description,"Mar 11, 2020",150,12273,280.8769,21,86932,10.11,https://i.ytimg.com/vi/6WXghuJEfDo/sddefault.jpg
13,https://rr4---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855325&ei=vXPyY6_1LNO5rtoPvPK-kA4&ip=223.223.140.253&id=o-AJir3gTFlQDsGCCLcRPS9Unlq2bpFBPZOnwHfy0i7sqS&itag=22&source=youtube&requiressl=yes&mh=vb&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h5576nss&ms=au%2Crdu&mv=m&mvi=4&pl=21&initcwndbps=1162500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=207.354&lmt=1562936581564591&mt=1676833266&fvip=4&fexp=24007246&c=ANDROID&txp=6211222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgbKaJPO0wqzzHfpflrl4A7WChOhvIOKYCMY8U0iSaA2sCIHeBY_vgDD4Xr2-2kX98kRoz6O4BuaVdqJRrUBpYS9Kv&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgDRbLiCjOwRbUWRAASYlkON0OYS3Judp6Y-YmgoCXiMUCIQCveoxlYYdH_5V4H8fREv2UF5l8qY0eNA40GcUiC-oMrg%3D%3D,Gahana Kusuma Kunja Majhe FULL KARAOKE (unplugged)(with lyrics)|| Robijyoti sen,"Jul 12, 2019",147,10280,168.7923,30,43719,18.8,https://i.ytimg.com/vi/GoqMezLEJd4/sddefault.jpg
14,https://rr2---sn-fpnioxu-jj0l.googlevideo.com/videoplayback?expire=1676855328&ei=wHPyY4i2Js-89QOZg5_oBw&ip=223.223.140.253&id=o-AGfwsoc1bmAUPHsFL6YGEaYhMrgEsLAVJV7BMwNHvhS5&itag=22&source=youtube&requiressl=yes&mh=i1&mm=31%2C29&mn=sn-fpnioxu-jj0l%2Csn-h5576nsl&ms=au%2Crdu&mv=m&mvi=2&pl=21&initcwndbps=1212500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=208.724&lmt=1596207805045349&mt=1676833266&fvip=4&fexp=24007246&c=ANDROID&txp=6211222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhAKQB0JST_GDJeyhbgQNnTq1wk_SyGjZuq3-qLelUcnk8AiARbbYOSjrboc0fAYpMdmQd_T13eFZLrZbcvNZANCDcEw%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgZP_2U3CZQQvlh6cYS41p_PPBEwwsOaS5sB_PRbXo-RsCIGkEmNM_0pAWFQ2uST58Hf1GXE4eNteW7CQkgoqrBwBm,Channa Ve full karaoke with lyrics download from link || BHOOT PART ONE - The haunted ship|,"Feb 15, 2020",129,12074,165.5866,58,57814,16.68,https://i.ytimg.com/vi/KKagR5G8GgA/sddefault.jpg
15,https://rr1---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676855330&ei=wnPyY5yHI9Xt9QOm35GwAg&ip=223.223.140.253&id=o-APTSU4t1UHHrt8Q5tUGYtuJ6mRnnqKc6TDkRCcj_Sm74&itag=22&source=youtube&requiressl=yes&mh=e_&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h557sn6d&ms=au%2Crdu&mv=m&mvi=1&pl=21&initcwndbps=1008750&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=326.170&lmt=1595338739214238&mt=1676833266&fvip=1&fexp=24007246&c=ANDROID&txp=6211222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhAKXqjwg2uT-wND_UXPANaHsSTPnxAEP6d2rDyTjpqH5uAiB9xyiAsMLjTncyeZs0wtbRSVdCFNOQm3JlsNmDQabyUQ%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgDu8HlCfisEESHRNmDJCpnsGFpgAXdxweuflIREiHT-oCIQDj10DcBmg-yjRYTtr-ZH7BT-IbqfVeGIYSC2vpzVNKEw%3D%3D,Ek thukda dhoop full karaoke download ||THAPPAD|| Download karaoke from Description,"Feb 5, 2020",113,7544,172.1016,17,50968,11.47,https://i.ytimg.com/vi/X-9CPDpXLzs/sddefault.jpg
16,https://rr1---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676855332&ei=xHPyY83HEtDjrQHTtbX4DQ&ip=223.223.140.253&id=o-ADARU1esB2qlcRdv8WNvlbiKqq4MepF0dWlVO-jjyzKR&itag=18&source=youtube&requiressl=yes&mh=xQ&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h557sn67&ms=au%2Crdu&mv=m&mvi=1&pcm2cms=yes&pl=21&initcwndbps=1008750&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=184.389&lmt=1673884248122476&mt=1676833266&fvip=4&fexp=24007246&c=ANDROID&txp=6219224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgTWAuNhP_2aYcgKe_p69xwAIqMymtCYjSM0AhO26tpdYCIE9Klt7t_wTk53Xx6TwPgvWVCWmkxKjwlEUPjXl45-HT&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAJoDkSn_n2qDx2Fg1AQQwra7MSBiGcgKCwq_xRPPLtgLAiEA15GrG8E_1k-I2OjjiiVir2Up0RTYpbe59h6a_wjJq5k%3D,Tulsi Kumar - Hum phir na milen kabhi || 8D audio,"Mar 30, 2020",110,4167,92.3963,19,49980,6.38,https://i.ytimg.com/vi/wm_dOcPz2xg/hqdefault.jpg
17,https://rr4---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855334&ei=xnPyY7uoH7mJrtoPt7eN8A8&ip=223.223.140.253&id=o-AHFwx6biPAT0yqsIbf7AlxfvW4RYlFCf1rN2mu6iEDNw&itag=18&source=youtube&requiressl=yes&mh=ym&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h5576ns6&ms=au%2Crdu&mv=m&mvi=4&pl=21&initcwndbps=1162500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=258.530&lmt=1673265212007609&mt=1676833266&fvip=5&fexp=24007246&c=ANDROID&txp=6219224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgcio7HKFCoBzLcEG0K6OQrVPLqXixgUDhIByC43TzdvYCIQDoFwT2v40yPxynRA02yCFyEfHqtd3Pq_LSVK25O9suMQ%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhANtX9sQmVx5AByXb8S0xgo-5C_3HxBt3BZ9enUvMkrbtAiBhM4CuqQYFLBOXiyg7qCWgZ11aDb2-DI0rQZTa3Eirtg%3D%3D,Akash jure shuninu full karaoke download || Rabindrasangeet || Get free karaoke from Robin2bin,"Mar 8, 2020",108,7854,200.7352,52,40510,15.21,https://i.ytimg.com/vi/7TA3xZig6mM/sddefault.jpg
18,https://rr1---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676855336&ei=yHPyY-WKK5rlrtoPtPiCqAU&ip=223.223.140.253&id=o-AFEhWI6qzV4Kn2rFkpRz6dql5iFrMQO9NrBgfqhKcx11&itag=18&source=youtube&requiressl=yes&mh=-P&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h557sn66&ms=au%2Crdu&mv=m&mvi=1&pl=21&initcwndbps=1008750&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=188.731&lmt=1636969497400913&mt=1676833266&fvip=1&fexp=24007246&c=ANDROID&txp=6218224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhAOF-zRRVWIX37MZNEP6OPIG5jdv98KJZy0smVoEdEokSAiAg6kT5pfd3EnQpIqoW9FocckeSOpjcKUq0WfNRn507Lg%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAOBIBdlxAlSgE-6IwHFMWycmsjc4GBSTWvfEStVztYhGAiAiRrYyC9X_hLZqVCOPgm3N-MnHRzgOHYbJhQ4Z_swXFA%3D%3D,Tulsi Kumar - Hum phir na mile kabhi karaoke with lyrics with chorous,"Mar 30, 2020",107,3946,63.9082,57,27952,9.83,https://i.ytimg.com/vi/hH1K9VRkN_U/sddefault.jpg
19,https://rr2---sn-fpnioxu-jj0l.googlevideo.com/videoplayback?expire=1676855338&ei=ynPyY-CxK7XnrtoPmreF6AQ&ip=223.223.140.253&id=o-AN9ppJXZeN3is8UGSa80wH_k0ZHZ04vfrYA3RdhE8Xnv&itag=22&source=youtube&requiressl=yes&mh=d_&mm=31%2C29&mn=sn-fpnioxu-jj0l%2Csn-h557sn67&ms=au%2Crdu&mv=m&mvi=2&pcm2cms=yes&pl=21&initcwndbps=1212500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=213.089&lmt=1575621664423988&mt=1676833266&fvip=5&fexp=24007246&c=ANDROID&txp=6211222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgMh60B1zbXZXWaz5xzkeU2oh43mvLN9yeE0XDPE28k50CIQD6oY3pbmImEQIkq4TrH-CoVD2bJKfVWbr1t6WPkkTIuA%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgFQ95GNh2yv5Wg-8fy8cmIp-UHRjqER8AQUm7eXEJx98CIBWZIRGfvZLatJrmMqyF4pqP-Ah_ahspHvjiZMLm4nuv,Amar bhalobasar rajprasade full Karaoke / instrumental with lyrics Free karaoke from Robijyoti Sen,"Dec 6, 2019",106,8441,224.6996,90,41174,15.19,https://i.ytimg.com/vi/1p3gX13zt0U/sddefault.jpg
20,https://rr2---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676855340&ei=zHPyY6KhH6y8rtoPsJqokAk&ip=223.223.140.253&id=o-AJvkOfgV0k7y1z0lnqhddhmBljsJcARKp3PeEnuCBrMI&itag=18&source=youtube&requiressl=yes&mh=RA&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h557sn6l&ms=au%2Crdu&mv=m&mvi=2&pl=21&initcwndbps=1008750&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=240.166&lmt=1672795353132393&mt=1676833266&fvip=1&fexp=24007246&c=ANDROID&txp=6219224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgJel7_y7OxdK0nxDFrEow0xwc5U4UJcy0WNnXeYwcepECIQDRb8MlLHIsJeGGE_hJRM2aaPjN7VWhW4SI-r7hV0irzQ%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgMSHFEeu9HzMHGs7kfIvF_K-567hQf8CgCLGu6-4TN54CIQC7_1Ai5k5oPzVEepGmRmn6o6uTMxTD9WRkpwSkMGwRgw%3D%3D,"Tere Naal Full Karaoke with lyrics | Tulsi Kumar, Darshan Raval |Get free karaoke from Robin2bin","May 18, 2020",104,4013,86.4545,26,40693,7.19,https://i.ytimg.com/vi/onA_bwHF-Z4/hqdefault.jpg
21,https://rr1---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676855342&ei=znPyY8vSFf2ZrtoPhvO6yAc&ip=223.223.140.253&id=o-ALt6JHx9r9P0RnFERjpVjW5DzEKSSpte_-yyuFJt20LT&itag=22&source=youtube&requiressl=yes&mh=BU&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h5576nsl&ms=au%2Crdu&mv=m&mvi=1&pcm2cms=yes&pl=21&initcwndbps=1008750&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=194.536&lmt=1672436236856570&mt=1676833266&fvip=3&fexp=24007246&c=ANDROID&txp=6211224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhALgT8GQKTeP2yrYNAWqnR4C80KQagX9ZkWBFlQeo9gV6AiAC3yly0eqXqgBxaBImCGaCWkjZVJjSPeWljfwkWcXdCw%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgBmroSGXANt94lssX3OmNgLaknSEdG_r8yvb8Q_nppCoCIQC65Ek_EM0k6X6hc8-6EEcwCFPxHZynhhn80xHToblQug%3D%3D,"Teri yaari full song cover with karaoke||TABLA|| Millind Gaba, Robin2bin","Apr 29, 2020",99,537,8.7999,82,9143,3.81,https://i.ytimg.com/vi/YxL4MtVBMSI/sddefault.jpg
22,https://rr1---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855344&ei=0HPyY9KYD4qXrQGtv4zgBw&ip=223.223.140.253&id=o-AHHLNFG7w4co93pzDjT9cBU8MTDnHk8nNapOLiyYX7ya&itag=22&source=youtube&requiressl=yes&mh=3o&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h5576n7k&ms=au%2Crdu&mv=m&mvi=1&pl=21&pcm2=no&initcwndbps=1162500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=350.923&lmt=1587526225663691&mt=1676833266&fvip=2&fexp=24007246&c=ANDROID&txp=6211222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cpcm2%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhANEnBj3hbHcRrzQWyAde9aDDnse6kvkSc8-qMUn3ye5KAiA0qb3imvyucKabN-OY5kmpTAKUJn2RWYs2HOR4mKIU1Q%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhALnBUZcbeXAoA4ibsPD89iOAkakewssDIscCCRcChjcEAiEAqg1mwyT8M3xGLvKel6ztQ65oVnYnXTGdFr0qItQUNvE%3D,Ganesh pancharatnam full song with Karaoke ||Harmonium Notes in description,"Apr 22, 2020",86,1706,36.4838,64,13317,8.78,https://i.ytimg.com/vi/1mlZMJqV9nc/sddefault.jpg
23,https://rr4---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855346&ei=0nPyY4PNC8TLrtoPxJmqaA&ip=223.223.140.253&id=o-AGL12DUzkGnvGvwIUZJY1TCNkpLpdG2-5Sp5h3T8Qwfb&itag=18&source=youtube&requiressl=yes&mh=3e&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h557sns7&ms=au%2Crdu&mv=m&mvi=4&pl=21&initcwndbps=1162500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=264.661&lmt=1634954792416432&mt=1676833266&fvip=1&fexp=24007246&c=ANDROID&txp=6218224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgUaoJlBkn2kHXxhsXxAzy8tibOU8WCi3yfgG7Db8FfkACIEui1HX3QuFTU2arZ_zFXgB25ylw0-dl1rN3jUTqq6p8&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgMO_RDdYGmE7Cty9VrCp6xu9fOKO2Z5X3Jkd_94z-Q6ECICvvvmxYcWGDaB02MSq28E-1uSfVPzYSEptgWXaIPdEX,Akash jure shuninu full song with karaoke || Get free karaoke from Robin2bin,"May 7, 2020",85,2068,27.9901,50,10045,16.14,https://i.ytimg.com/vi/rIgYPd_pj4g/hqdefault.jpg
24,https://rr2---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676855348&ei=1HPyY6XsAsOyrtoP5oCIwA4&ip=223.223.140.253&id=o-AHrFmudz7kBEn5UnuCLkdBnGnaz-8-cWTuIfnPmJ-irA&itag=22&source=youtube&requiressl=yes&mh=7K&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h557snzy&ms=au%2Crdu&mv=m&mvi=2&pl=21&initcwndbps=1008750&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=226.115&lmt=1597561162289602&mt=1676833266&fvip=4&fexp=24007246&c=ANDROID&txp=6211222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgbYlWtFOKToEMTjc8GU4eHgF6XW548mKxTjqEbWVPCK4CICCf2FAXiVGtif2d4zcc2hQodQqkjqa5Zaml0LvVrGXk&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAKpEGr6nzDSXFuzMD0V8pI5keBZ4s178rqsPnK-FC8QNAiEAivifoj3l5Q2rDoSIZeubXBhl0dWZi3fWy3bgYaUIf5U%3D,Apni Maati INSTRUMENTAL(COPYRIGHT FREE KARAOKE) |Shreya Ghosal | Original karaoke in description,"Aug 16, 2020",84,3697,96.4477,8,24146,10.81,https://i.ytimg.com/vi/CKELKnoECyE/sddefault.jpg
25,https://rr2---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855350&ei=1nPyY73GBoGUrAGsxI6YAw&ip=223.223.140.253&id=o-AFmbEqoSh98UFvv0xo-V8r6_Q8SpZFFIF3w2ayWgoye7&itag=18&source=youtube&requiressl=yes&mh=NM&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h557sns7&ms=au%2Crdu&mv=m&mvi=2&pcm2cms=yes&pl=21&initcwndbps=1162500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=252.586&lmt=1637040899599311&mt=1676833266&fvip=5&fexp=24007246&c=ANDROID&txp=6218224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgc7afaefnmDLNjem8B8-DtOE1n8L3aOAtKYZJtyIg12cCIQDIcYqImN5w1heyVjMh5V4fQoul8Yb8ttlxBsd7Te-lqw%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgMZd2OcbEu9YThY04ic2RUxR2-6D5mk3Il6Ax_tALcr8CIFIipy3GSoJp8aVc2iOHfr8lFevbS5wqCe_GQm-OsK6K,"Teri yaari original karaoke with lyrics| Millind Gaba, Bhushan Kumar|Get free karaoke from Robin2bin","Apr 28, 2020",74,1520,21.5913,54,12457,9.21,https://i.ytimg.com/vi/F3awSGVcQdM/sddefault.jpg
26,https://rr1---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676855352&ei=2HPyY_C8Ao6WrQHW7rq4Cg&ip=223.223.140.253&id=o-ALv9RjluT3-n-yCaYrtPM28ldHrH4bts8cRJpsmlRthp&itag=22&source=youtube&requiressl=yes&mh=LJ&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h5576nsz&ms=au%2Crdu&mv=m&mvi=1&pl=21&initcwndbps=1008750&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=326.797&lmt=1673660339511414&mt=1676833266&fvip=3&fexp=24007246&c=ANDROID&txp=6211224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgVycFq0sBw1Si_i7tjbgk55PVv3YZFjPue6XhPgLHC9sCIQDLPBSIEXDCiOUjR6EaJDF7hNpFTAltBhawD1brTfkBxg%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgWf3ENAwDeHpvaunH4tOci_WwxgDHNIXztMyjRcSFnjUCIQCNf6w5gWkdAm6Q-EvXMZZFFAH0Uqhz4OGNzzwxsmWn2A%3D%3D,Rihaa/মুক্ত করে দাও Instrumental/Karaoke |Arijit Singh|,"Oct 4, 2020",73,1718,46.0439,9,14414,9.66,https://i.ytimg.com/vi/lmF4UMHdZoQ/sddefault.jpg
