,Links,Video_title,Video pub­lish time,Likes,Views,Watch time (hours),Subscribers,Impressions,Impressions-click-through rate (%),Thumbnails
27,https://rr1---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676855353&ei=2XPyY63ANcuU9QPRsq7ACw&ip=223.223.140.253&id=o-ALeP2Ys2pGi1_ifJxbBmbSEVPHfZobQ2skd7XTy7MrmC&itag=18&source=youtube&requiressl=yes&mh=kJ&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h557sn6z&ms=au%2Crdu&mv=m&mvi=1&pl=21&initcwndbps=1008750&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=217.803&lmt=1636135864695553&mt=1676833266&fvip=3&fexp=24007246&c=ANDROID&txp=6218224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgZgJ0dIaFlYCD88d1dhwVGSwhl4o4hBjeWN3daibSKW0CIHeCt6-9ZsfeWoNNp50DdoCeMQSmdG2HsxYgvqcbC_IB&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhANfdtqcASKVFwBsngvsKCvO7V6D3gY_2_KHnZX1rOOU6AiAfRnYsn6ChgMoYMZOE64ljtHnX6ymH04Ux9Ac_he9pzw%3D%3D,Dil ko maine di kasam original karaoke download| Arijit Singh| Robin2bin|,"Aug 10, 2020",72,2219,32.997,9,17346,9.73,https://i.ytimg.com/vi/H12G2JOoAh8/hqdefault.jpg
28,https://rr1---sn-fpnioxu-jj0l.googlevideo.com/videoplayback?expire=1676855355&ei=23PyY-aLLNLTrtoP0-OtyAQ&ip=223.223.140.253&id=o-AEHeEUstl5wMnofM-QlAlKptYHu-8WIRW6bZ0jZ9zDDA&itag=22&source=youtube&requiressl=yes&mh=RQ&mm=31%2C29&mn=sn-fpnioxu-jj0l%2Csn-h557snzr&ms=au%2Crdu&mv=m&mvi=1&pl=21&initcwndbps=1212500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=208.724&lmt=1567185203683842&mt=1676833266&fvip=1&fexp=24007246&c=ANDROID&txp=2211222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgc7joTJ9wwSOiqLLyxkzdlbtDF1bt4_PY1xhD-dTlKAUCIQDUO5Y_MJ4SJ3PShyJ2BwJoC91JnDIX7NDHiIfZtzKDag%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAK6u7kY-yBASIpVT2ZcnfsnS460Ybawzb-dHq_n47L_HAiEApJDQI_3cW3pAhMp8aM4pVZ_Tp1odLQbKuLXwX48Z8NE%3D,Gahana Kusuma Kunja Majhe Original Song with Karaoke Arko Mukherjee (HEADPHONES RECOMMENDED),"Aug 30, 2019",69,2102,17.696,0,10326,15.26,https://i.ytimg.com/vi/buAjnTFe5eI/sddefault.jpg
29,https://rr2---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676855357&ei=3XPyY__wJ4GnrtoP2q6zuA8&ip=223.223.140.253&id=o-AOlx2tQ1LneuF8FRMqDXgvQs2rYOznixo1wRXzoo0Cyr&itag=18&source=youtube&requiressl=yes&mh=Cv&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h557sn6l&ms=au%2Crdu&mv=m&mvi=2&pl=21&initcwndbps=1008750&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=306.642&lmt=1676257553898405&mt=1676833266&fvip=1&fexp=24007246&c=ANDROID&txp=6219224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAJLVM-kAGFf6xEBlOSvcRLuh8PulEwRSYCf7H9Qpg-jpAiEAp6Y6Fiq3vXcfzCTPppgIS1-p-QzWYEIHeBuJOeFEzvg%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgSCosIXIfCv0Uet8qOQyU1-OG4ueD_mXo-uCI5gKRUsgCIQCRZzL0ooCGa9jp0VUbXDInEgzGMLA-BJV-wawWRM3CMw%3D%3D,Jwalamukhi 99songs female version official karaoke download|| get free karaoke from Robin2bin,"Apr 6, 2020",68,1129,19.0722,56,7696,10.32,https://i.ytimg.com/vi/YgENy-EKp94/hqdefault.jpg
30,https://rr1---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855359&ei=33PyY-SIHpab9QOHtpTgDg&ip=223.223.140.253&id=o-AOrqI-t-xGc7C6WmIDlS4vr4TIrYMXKwDa4YHLFgOSQo&itag=22&source=youtube&requiressl=yes&mh=P7&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h5576n7k&ms=au%2Crdu&mv=m&mvi=1&pcm2cms=yes&pl=21&initcwndbps=1162500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=456.759&lmt=1574404905552683&mt=1676833266&fvip=1&fexp=24007246&c=ANDROID&txp=6211222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAOjEFb1EoqabFIYXuDT7N1BbTw7TGfpKQNcrZz6MKx74AiEA8cdG9t5YUNHVjSy4JSny40SFwOSkZEfQ5WxHhoHKAts%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAPNaPtOpHaP7TBMisWB0NZR0k4ChpwNQwduUKVsC5MSWAiEAjLKNF6ViEgFVCtFjD_kF-HPUPHWI3yojibHe_N7PMAQ%3D,Jag mein sundar haay do naam bhajan sandhya || Harmonium notes in description,"Nov 22, 2019",65,495,14.7983,28,9467,2.96,https://i.ytimg.com/vi/1Lg--Papafk/sddefault.jpg
31,https://rr2---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676855361&ei=4XPyY8eeEMz89QPmtoG4Dw&ip=223.223.140.253&id=o-AFCiHkqFx649Rc0DeR_VSjt9-Fzjo1fK19jhhrQWCmcy&itag=22&source=youtube&requiressl=yes&mh=al&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h5576ns6&ms=au%2Crdu&mv=m&mvi=2&pcm2cms=yes&pl=21&initcwndbps=1008750&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=219.683&lmt=1565373761101437&mt=1676833266&fvip=2&fexp=24007246&c=ANDROID&txp=2211222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgaPGANjnzVTSdjNT_hce7uOMtTf2YQsaxAAXj7gymLrICIFy9bFcgdtwCcd-c5jQH3MQLLIhLJnSjJdOtMAIayPLH&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAITz7lcV1vP2_KVb9EraMpVl8KxstWse5_E7yja5gvcfAiAJkV-eSa6a4KkPo0s_NgWn3Tmgs0zBsSeNLbJGLkAS8w%3D%3D,Ek dil hay ek jaan hay harmonium cover by Arko Mukherjee (duet)  (HEADPHONES RECOMMENDED),"Aug 9, 2019",64,492,12.631,7,3666,5.86,https://i.ytimg.com/vi/6qb9gF91fus/sddefault.jpg
32,https://rr4---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855363&ei=43PyY4DjBtC0yAPC_oboBw&ip=223.223.140.253&id=o-AA1Z79vlqTMipUhmbmzvLHgIAncX-t0INNNa2uY22uWq&itag=22&source=youtube&requiressl=yes&mh=iD&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h557sn66&ms=au%2Crdu&mv=m&mvi=4&pl=21&initcwndbps=1162500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=279.080&lmt=1577436042812459&mt=1676833266&fvip=3&fexp=24007246&c=ANDROID&txp=6211222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgR6uzFP-OFb1zNvdotf6bq-LWXzoBBgrz1MuX-W7QGaoCIDziSMTHYWaRvCI-KcMQfrsAvmPd9f1HBbB56gCfL3HZ&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAO3aKl_LuiXqDMguTlLZjN-2NH4vIRej6hxupq1fVaeoAiEAwkKwlRnmPJ2bNtdyDPuJV2XXuKuZ0_-nI8ptNZjjobk%3D,Shaabaashiyaan (Mission Mangal) full song with Karaoke (male cover) | Harmonium notes in description,"Dec 27, 2019",63,1138,15.4502,52,14679,5.42,https://i.ytimg.com/vi/HwuEc086ByM/sddefault.jpg
33,https://rr2---sn-fpnioxu-jj0l.googlevideo.com/videoplayback?expire=1676855365&ei=5XPyY8L9EcO-rQGsh7SQDw&ip=223.223.140.253&id=o-AODds_MR0_yj9wKHV8Xea64RD0MVNnnCAOmdPWW-ukfE&itag=18&source=youtube&requiressl=yes&mh=Tn&mm=31%2C29&mn=sn-fpnioxu-jj0l%2Csn-h557sn66&ms=au%2Crdu&mv=m&mvi=2&pl=21&initcwndbps=1212500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=400.520&lmt=1638230247897488&mt=1676833266&fvip=2&fexp=24007246&c=ANDROID&txp=1218224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAOJw1rvNFD26ohMDFpJUyhfvaqeRd08GOAdzhOJjXF8oAiEA548-ymAx0eP50AoTDP6xh9bKYRTNfppUO2UlhTAs780%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgA7c-6maDpa2TpcqAtSb--YfHti2XM-I03nR5Z5cHIswCIQCXgbXswRlNa9lT4ra5bIpGbHLqOinBZM7X5I-R1DfyJw%3D%3D,Achiving a perfect clock pulse ( 50-52% duty cycle ),"Feb 8, 2018",63,2080,50.1188,10,15344,10.81,https://i.ytimg.com/vi/jy2XrRxSVzM/sddefault.jpg
34,https://rr1---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676855367&ei=53PyY-GpD-WKrtoPpouG6A4&ip=223.223.140.253&id=o-APhk0WdhU0uHZQijn66GS8ligeypsGiJY0PgpFOMqqvt&itag=22&source=youtube&requiressl=yes&mh=dH&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h5576n7k&ms=au%2Crdu&mv=m&mvi=1&pl=21&initcwndbps=1008750&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=184.830&lmt=1582316535252629&mt=1676833266&fvip=3&fexp=24007246&c=ANDROID&txp=6211222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgUgv1fTsX3WTWpbtN1APSYv7Tmm6MOxQS1OC9Bg1hThkCIQDBYymzexsNr036eZqNXWk-miuLPMjrCmPwLU8LFPKEaA%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgVm-GUvusrOKRONuKZmUW8zKQM6_0IgzH60qzAsNLgIYCICA6KEHe5TJdPz1U_q1iM6VoPp6irLoBQL4E-sxOFTFm,Raakh Full karaoke with lyrics and less noise || Arijit Singh || Get free karaoke from Robin2bin,"Feb 21, 2020",61,2271,41.5819,19,14890,11.79,https://i.ytimg.com/vi/XYX67Als9M0/sddefault.jpg
35,https://rr1---sn-fpnioxu-jj0l.googlevideo.com/videoplayback?expire=1676855370&ei=6nPyY9DbArWX9QOThbiYCA&ip=223.223.140.253&id=o-AAySiUa0XVQBeB_FEnxkD-p_0rjPR4Q7Cqt131K8RBNl&itag=22&source=youtube&requiressl=yes&mh=D8&mm=31%2C29&mn=sn-fpnioxu-jj0l%2Csn-h557sn6s&ms=au%2Crdu&mv=m&mvi=1&pl=21&initcwndbps=1360000&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=360.721&lmt=1671846539117146&mt=1676833509&fvip=3&fexp=24007246&c=ANDROID&txp=6211224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgJPa73D5PpM3-Ft4eIuudNmhPLMI_J2wS-K-fthyDipcCIGpMCGUtH4sMzHuye1phIRURuH-jaQDS9EehNAyE_uR7&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgeIyoHFMr21NlXBAITCl9BmF4Q3AHmieQ5R6fPwEbGbQCIEfHIV4YmPtuNE2GBfqwNSJsIBixDoje0vv9YuBDPaqC,Bhari bhari matke jaiso full karaoke||MANN BHEETAR || Shreya Ghosal pt. Birju Maharaj,"Feb 9, 2020",60,2366,48.6695,36,12110,12.49,https://i.ytimg.com/vi/uOsR1krscN8/sddefault.jpg
36,https://rr1---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855372&ei=7HPyY9SQDIilrQHJt6GwBw&ip=223.223.140.253&id=o-AAhOu-dlXMJGilYXwMyCHJ2OJMLPxTVEVq_5YS2VZyTa&itag=18&source=youtube&requiressl=yes&mh=0g&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h557sn6z&ms=au%2Crdu&mv=m&mvi=1&pl=21&initcwndbps=1076250&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=273.182&lmt=1640738206355730&mt=1676833509&fvip=1&fexp=24007246&c=ANDROID&txp=6218224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgOYBqwcAOXjWANmkh08ysU1ex-ezoxs72WpdVhGgaK1kCIQDdgC4rsdkiZt4CqA_1OMd60Q2UW8qYOS_gAUIaeb_xDg%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhANhdZeQlIOwyDsreR8NzxpteqMPBItC6GSdO3MeKx5glAiEAuIuusOo3zwRqC65r1EUVbbv_89KWwr0tOseu62AH7KE%3D,Kasam karaoke with lyrics download |Arijit Singh|Babloo Bachelor|Get free karaoke from Robin2bin,"Mar 4, 2020",59,2176,48.8254,16,17184,9.67,https://i.ytimg.com/vi/GYF7DDdFI8A/hqdefault.jpg
37,https://rr4---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855374&ei=7nPyY92pGdbbrQHxrYiIAg&ip=223.223.140.253&id=o-AIVT0AYlV3mhNek-Nmlygf-NUO2qo400ADEwU2CqCNBZ&itag=22&source=youtube&requiressl=yes&mh=_-&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h557sn66&ms=au%2Crdu&mv=m&mvi=4&pl=21&initcwndbps=1076250&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=412.339&lmt=1563519003389277&mt=1676833509&fvip=5&fexp=24007246&c=ANDROID&txp=6201222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgSlrLru6TXAv8IaD1xWRo8X9jKWlxlyFnzGelm_ha9V0CIC2LlnC2HMd78EtCx_i2uIhgfeSzlf1FJIvPabbzlz1-&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgBsDJ0pdBAK_ChsJaMl3SNF8r0Nn7A8eYAYTUogqEBz0CIQC_mUcTvOodmwFgBaAUZRc_tFYjk3_Fr5tje5TsoOOw5Q%3D%3D,Khwaja Mere Khwaja (Solo Version) || Cover by Arko Mukherjee (HEADPHONES RECOMMENDED),"Jul 19, 2019",58,352,9.4289,14,5480,3.3,https://i.ytimg.com/vi/Y8G7w6FCeGA/sddefault.jpg
38,https://rr2---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855376&ei=8HPyY_btDq7_rtoPyoC3sAE&ip=223.223.140.253&id=o-ABzLvPd1gxGY3qVTn8zSPBFd7P0_G1Ihzr2psoyXn3jk&itag=22&source=youtube&requiressl=yes&mh=5A&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h557sn6z&ms=au%2Crdu&mv=m&mvi=2&pcm2cms=yes&pl=21&initcwndbps=1076250&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=200.086&lmt=1593598189343782&mt=1676833509&fvip=4&fexp=24007246&c=ANDROID&txp=6211222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgQ-q9enEC45IOKvAzWTokt8GAScw0xfsZHsFVVIx7Qm4CIAWMxiGoY375nWJkvCDsTjDqtVmppOk2T9VLbyLArdYH&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgUPiFm6E5ymf9GhAEC1dJicAJBzsO49s61WX2qdkgUY0CIDhcwG-Qw8Xc6tmRg--b7gig-_B8sQTBATXedMSjdCZ7,Raghupati Raghav Raja Ram | Sachet Tandon | Lyrical,"Jul 1, 2020",57,2715,84.1843,9,29486,3.93,https://i.ytimg.com/vi/5Pmr9ZhwIXU/sddefault.jpg
39,https://rr3---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855378&ei=8nPyY92xEIqBjuMP4cCSUA&ip=223.223.140.253&id=o-AE-jhqBAUCsJNpoi_TyWsaClGZ4_g80tkAKCzrMaFDF4&itag=18&source=youtube&requiressl=yes&mh=db&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h557snsl&ms=au%2Crdu&mv=m&mvi=3&pl=21&initcwndbps=1076250&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=225.117&lmt=1635917903368338&mt=1676833509&fvip=2&fexp=24007246&c=ANDROID&txp=6218224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhANiWNvnsWr-IOPedSQiayqoqCgg11iC8PW_SKqbJScJ0AiEAyZbAtxeIw5Yu5F8HKJ_rR_mGN0rQ2kDTHam_m7eSikQ%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAM1lQOOcuLCIdlGvOoEv14sDIRWP3K0axmQYOCSFdBJUAiAtRGVNWB4G8epSIClyoNZpzTZsEa-l433jbZdDhexVIA%3D%3D,Zara Thehro Full karaoke download(BEST QUALITY)| Armaan Malik | download link in description,"Jul 8, 2020",55,2017,33.4382,5,15343,10.17,https://i.ytimg.com/vi/AgC2mAPzc2U/sddefault.jpg
40,https://rr4---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855380&ei=9HPyY9iPEIGX9QPb5ZmoCw&ip=223.223.140.253&id=o-AMxjG1sRUe0x5xRbFFA6FVWtR62LlRxl4apelgmmA1Xd&itag=22&source=youtube&requiressl=yes&mh=0Y&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h557sn66&ms=au%2Crdu&mv=m&mvi=4&pl=21&initcwndbps=1076250&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=324.800&lmt=1672876008633223&mt=1676833509&fvip=3&fexp=24007246&c=ANDROID&txp=6211224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAMvUeFrcXrY65jNODivzyb7BU9Hy0xvJ6RivlVqws2cWAiEAxokcyaj8ITtmoEdNs-AMKd9aq1QPcJOLsgrlxDKub4g%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgVDL1b6jN92BiZVvc1tAiP7VdJN5HDHWEEryTsSN91RQCIQDEqkOWf--0Qz35TICSWEcnpT8sG05BR-nr3vDEpDON6w%3D%3D,Yeh moh moh ke dhaage  || Male Cover by Arko Mukherjee (HEADPHONES RECOMMENDED),"Jul 26, 2019",52,208,5.0813,1,3477,3.39,https://i.ytimg.com/vi/CcF3DWLJ-B8/sddefault.jpg
41,https://rr3---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855382&ei=9nPyY-qJBKyBjMwPxaGgiAM&ip=223.223.140.253&id=o-ACJ259qb8vTonXxt1mBCyPN6kktQWRJO8tBqDxrFrWs6&itag=22&source=youtube&requiressl=yes&mh=cF&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h557sn6l&ms=au%2Crdu&mv=m&mvi=3&pcm2cms=yes&pl=21&initcwndbps=1076250&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=202.686&lmt=1675910701949602&mt=1676833509&fvip=2&fexp=24007246&c=ANDROID&txp=6211224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhAJ2qeIFZQkOTaBSkWD9tdJi598FbUCCxfjfbLHFlfZ8IAiBotppwJHzI_GY-UZKUGwA3QmLfZyKX2yag_u-K4CxOCA%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAMsmp4JtVrr84Ov9kM_F3Q7mhyxGXuScCqoDJBraqz9IAiEA4-WecwaZUC63dmc-Ofi2bIpcPagTK_RjvEsxC7cXCL4%3D,Hardum Humdum Karaoke with tabla | LUDO| Arijit Singh,"Nov 14, 2020",50,1644,23.7177,9,11463,11.84,https://i.ytimg.com/vi/WN-TyuLQczM/sddefault.jpg
42,https://rr1---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855383&ei=93PyY_auOqm8rtoPlsWxkAo&ip=223.223.140.253&id=o-AO1N5uHuWECHBhvorubIlcJldtoNwDjcTLIynBBakFM1&itag=18&source=youtube&requiressl=yes&mh=rU&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h5576nsd&ms=au%2Crdu&mv=m&mvi=1&pl=21&initcwndbps=1076250&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=242.253&lmt=1674719185500421&mt=1676833509&fvip=4&fexp=24007246&c=ANDROID&txp=6219224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgaKHijg8Sg2Z9VfeCi-STJZdPkE1n3NL1xn7nNvnQOWUCIBDrDRBIn1YgptCH1m1oZdd8L7yJB5q0pFiswP6-jS-h&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAI-756zoS5bkE1yLLaBW0PUQobg5-slgK6Wktw3Z8cejAiA5tIvpZ-NkJ_59VUVwso-0_D76-jez_bIcx5JxPnA-bg%3D%3D,Teri nazar - 99song full karaoke ||ARRAhaman||get free karaoke from Robin2bin,"Mar 12, 2020",47,976,15.3279,40,7451,10.0,https://i.ytimg.com/vi/E3iIdd4ljFA/sddefault.jpg
43,https://rr3---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676855386&ei=-nPyY4_tF5u7rtoP3fi1gAg&ip=223.223.140.253&id=o-ABXHy7-uYzy-htZij4hHTBOaxNGOfxEv1GGAbrnaXOxp&itag=18&source=youtube&requiressl=yes&mh=ey&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h557sn6l&ms=au%2Crdu&mv=m&mvi=3&pl=21&initcwndbps=1076250&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=135.650&lmt=1652781736944164&mt=1676833509&fvip=3&fexp=24007246&c=ANDROID&txp=6218224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhANEploDvgnv-eZpwMJ050upvpcjyXkW-MbYhkluJNAy-AiEApc097WpM6jGxyzJd3HRvbs0KLIZaQA4zC0FAhcmmXsY%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAIm-UuzWzJUoDzKq6EfWqmzv-w58HY_fE21usKEpIPRHAiB5LGDvkjp2NF0K2lz7d_pK3s3WIhdAKCE97EpQJaV3cg%3D%3D,Bharat ki beti unplugged karaoke|Arijit Singh|download link of full karaoke in description,"Aug 6, 2020",47,3049,37.3628,7,18168,12.28,https://i.ytimg.com/vi/WrspBVfFDTI/sddefault.jpg
44,https://rr2---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676855388&ei=_HPyY8bkJ42yrQHm8Kg4&ip=223.223.140.253&id=o-AB2zTrcd3bfWYIADcdXspWgujAdnCugfpvACjN3qrvbg&itag=22&source=youtube&requiressl=yes&mh=Bp&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h5576nsy&ms=au%2Crdu&mv=m&mvi=2&pl=21&initcwndbps=1095000&vprv=1&mime=video%2Fmp4&ratebypass=yes&dur=66.362&lmt=1555852589173552&mt=1676833509&fvip=5&fexp=24007246&c=ANDROID&txp=2216222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgctFvXmoTFhr-irtHIn32cskHUXk4q9j3W3hJ7IltNu0CIQCsoCOHSHQ-PrdkS23upwcNm7m488WY4BXMM_qbnKCw7Q%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAK_uwz-RlDiUrQNhwnQU7aUAv1FYjtFcab7kt2AgAcZPAiEAuWythDI1dgOPjZrZCMpCTz_0aysANgaMMQ5ua7u5gxA%3D,Autonomus line follower robot by Arko Mukherjee in Celsius2K19,"Apr 21, 2019",42,149,1.791,2,1832,5.19,https://i.ytimg.com/vi/330c7a4IAVQ/sddefault.jpg
