,Links,Video_title,Video publish time,Likes,Views,Watch time (hours),Subscribers,Impressions,Impressions click-through rate (%),Thumbnails
10,https://rr2---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676854961&ei=UXLyY7mpJISL3LUPp92DmAo&ip=223.223.140.253&id=o-ANHxrJji25d5i80t1MG1DhOslnagr6DLQ_gDTgoCGyyS&itag=22&source=youtube&requiressl=yes&mh=Qo&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h557sn6s&ms=au%2Crdu&mv=m&mvi=2&pl=21&initcwndbps=1003750&vprv=1&mime=video%2Fmp4&ratebypass=yes&dur=227.184&lmt=1607420234771079&mt=1676833028&fvip=4&fexp=24007246&c=ANDROID&txp=6216222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgFyEguALGrvvVstE-vBy2Mv_3gy_vaWhA9AoEK-4HpckCIQDkfELfuSJ3lv5J_ec0JFLR39zKJn1dEqGa766XwzOoEQ%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIge4V0rFRkDL7QsNAehu9MgdcuqKiZ-wQ0fKUW-WQ7KZYCIQDeDpg2_pKXztB79ZadZXyVbuk-xdp6S86tvNNjqNgDUw%3D%3D,NAYAN -  Electronic tabla cover | Dhvani B Jubin N,"Dec 8, 2020",9,422,7.1335,3,4199,7.93,https://i.ytimg.com/vi/xABjmpILxBI/sddefault.jpg
11,https://rr2---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676854963&ei=U3LyY97oF82lwgPPlqqQCg&ip=223.223.140.253&id=o-ALBvGSJJWG6jP62oHeDp58z5bH4K-Ykx2fTuKbIMBSLX&itag=22&source=youtube&requiressl=yes&mh=zn&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h557sn6z&ms=au%2Crdu&mv=m&mvi=2&pcm2cms=yes&pl=21&initcwndbps=1003750&vprv=1&mime=video%2Fmp4&ratebypass=yes&dur=255.976&lmt=1607943560810759&mt=1676833028&fvip=3&fexp=24007246&c=ANDROID&txp=6216222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgbjCtJ1JuRAe7YCO8kklzVwSLSEBh5-_AmFedi-vDelcCIQC_J1mcVSUVwkPRxCWhZkUnDNp8_KXT1vSYxMM_t5SPTA%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgVfBTDKkLrJ3Es4Z6HQFuE13AuZGMXsZSslu3QMzzJ5ACIEEG-rrXqyLtxvZbrDqszZ0FlGEkNHVNdj4R6QLa3u8Z,Zinda Dili - Arijit singh || Full song | BHOOMI 2020,"Dec 14, 2020",7,53,1.4213,1,1565,1.73,https://i.ytimg.com/vi/rSAV1GuGWFc/sddefault.jpg
12,https://rr1---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676854966&ei=VnLyY8HAEZqN9fwP776OCA&ip=223.223.140.253&id=o-AJleHDB4WXzOz-R8V1VyPxb0Qb-0fYlL_8rHNjyl5xCG&itag=22&source=youtube&requiressl=yes&mh=Py&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h5576nlk&ms=au%2Crdu&mv=m&mvi=1&pl=21&initcwndbps=1003750&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=3578.868&lmt=1671782969549226&mt=1676833028&fvip=4&fexp=24007246&c=ANDROID&txp=6211224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgdpnqLoTwjohWa8_YMHRVY2qI1f98WwlX5Q-Rdt6OwfMCIQCfSdSQuO2qSVyfU4NmP8731nFTRh1C9ok37bJtj_m5-w%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAJ5Md0-s0iZTsi6hjh0QW9EwiPwSqJ-Z-Aj8IVu3ttgjAiEAiohfubNqGkIKGLEWtb7H_F1Qj8M72LkaktdsdZgwEwQ%3D,Happy World music day 2021 | COLLECTIONS FROM MY COVERS,"Jun 21, 2021",6,38,1.8738,0,443,3.61,https://i.ytimg.com/vi/ePeRw6hjUiA/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGUgVChKMA8=&rs=AOn4CLC7oDJlbtOSOfHwr7_yAgACTGpYLw
13,https://rr4---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676854968&ei=WHLyY9Z01JC9BPehnGg&ip=223.223.140.253&id=o-AL0QjrTHe_Wkyak2Hr73DcmGUeAUXVEne0UjA2xo2RQx&itag=22&source=youtube&requiressl=yes&mh=LZ&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h5576n7k&ms=au%2Crdu&mv=m&mvi=4&pl=21&initcwndbps=1062500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=191.471&lmt=1614324179352271&mt=1676833028&fvip=2&fexp=24007246&c=ANDROID&txp=6211222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhALLuBKjuFDNHrLzPhIUsSQ7qcoM9BkkBFszS4H2jb0E4AiA8WxRYWRjrTv7AKaFa_X8anU1BuU6yiSocy8AS0YZldQ%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhALyIhuYjbIddU8WMeuJqsg7qUV7BMbLfMwzKdz-RjyQlAiBZXXwLUmoH_MKN_EDfAzjbXgmgzYEbVM7xD0RKgTs71Q%3D%3D,Meri Tum Ho(LUDO) Jubin N(Full Song Scale lowered) - Robin2bin Edition TABLA COVER,"Nov 8, 2020",5,38,1.2776,1,443,2.26,https://i.ytimg.com/vi/ZStOnt08dmU/sddefault.jpg
14,https://rr4---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676854969&ei=WXLyY8y5MP2Q9fwP2p60yAs&ip=223.223.140.253&id=o-AH28u4NQiE0tZyXfkeNXnPKVW7kN40du9Wi0LqN-W0MF&itag=22&source=youtube&requiressl=yes&mh=vT&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h5576nsk&ms=au%2Crdu&mv=m&mvi=4&pl=21&initcwndbps=1062500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=155.504&lmt=1673674704070489&mt=1676833028&fvip=1&fexp=24007246&c=ANDROID&txp=6211224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgbls0WMn93T9Xoe3QPrQeDfAfOaR8CJ4VyeTcjG84Vq0CIHg5J0ooB5_nVQUYtEoQ7Rrrg8GHjyC_3ZKGUVKnTsnf&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgFBI1qyT6i7iNsagrMVWRinRL3cE462KvpxEoHQVI5AYCIGP6O-Cj2zbCXIKjALeSKsNipSyyjVr4ykUmKGF7ZULy,Kiston Jubin Nautiyal unplugged | Roohi | Janvi Varun Rajkumar,"Mar 11, 2021",5,132,1.5478,0,1283,8.18,https://i.ytimg.com/vi/mrj3MkBvQ0k/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AHUBoAC4AOKAgwIABABGGUgZShlMA8=&rs=AOn4CLBrsXlSGAFsT9hgW9bJ3dPfHBwA1Q
15,https://rr2---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676854971&ei=W3LyY5OAJ6uB9fwP_8KswAk&ip=223.223.140.253&id=o-AGhp6GR-UIhcfp-D3V0ua7OjpR7pxTL60-FQ_o1o0MoR&itag=22&source=youtube&requiressl=yes&mh=_Y&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h557sn67&ms=au%2Crdu&mv=m&mvi=2&pcm2cms=yes&pl=21&initcwndbps=1062500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=230.806&lmt=1674693016344328&mt=1676833028&fvip=1&fexp=24007246&c=ANDROID&txp=6211224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgF325O_OB0QHzanSbOgb0Xkebt8x3nkkk2UuWSHsYpccCIAXbkIZGH9-rPK5KQjHSjA7xBELN266zPhFlx8LqS46b&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgP5GF9bm_MAUKAO3dS9wF2DXNpi99S5jsgDuKPNZLZa0CIHAY1MsBao6DAKmz9djJVRu2rV-Kgtq4fPjxz_T6z16o,Pagglait title track Drumpad Cover | Arijit Singh,"Mar 17, 2021",4,25,0.6042,0,644,2.64,https://i.ytimg.com/vi/5K7dFUnmEEQ/sddefault.jpg
16,https://rr1---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676854973&ei=XXLyY-fIOJfwvwTHy4yAAQ&ip=223.223.140.253&id=o-AKJGuSBtHaWdj_Y9eO-rThFOLmIj4P3DKyH_Y7cjGdgz&itag=22&source=youtube&requiressl=yes&mh=Sy&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h5576nss&ms=au%2Crdu&mv=m&mvi=1&pcm2cms=yes&pl=21&initcwndbps=1062500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=297.819&lmt=1630357423451151&mt=1676833028&fvip=3&fexp=24007246&c=ANDROID&txp=6211224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAO1OtgApkGC8Hr01LXXRgHwgkuRH2XRYVcHc1tfJhlasAiEA1fzSeNFaQ3t50fgZhoMeeXelZVH3PzcT6lSna9ZrtJU%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgeAHBae4oaql0sjL5JNDmfsmtJEJsRsU_UOVVBAKPtPYCIQDEdiwacTzkcBNehmgFWGbWcptdvs1sUk6nqbQUrYOm5Q%3D%3D,Thode se kam ajnabi - Pagglait | Drumpad cover | Arijit Singh,"Mar 22, 2021",4,50,1.0729,1,1612,2.36,https://i.ytimg.com/vi/FIMLQlDJ8Fw/sddefault.jpg?v=60581928
17,https://rr1---sn-fpnioxu-jj0l.googlevideo.com/videoplayback?expire=1676854975&ei=X3LyY6igLpqK9fwPq6C_uAU&ip=223.223.140.253&id=o-AEjuSlnRVa9ETiuKFt8iOt-5e6b0qP_sK5FlszBDvbWT&itag=22&source=youtube&requiressl=yes&mh=vM&mm=31%2C29&mn=sn-fpnioxu-jj0l%2Csn-h557sn66&ms=au%2Crdu&mv=m&mvi=1&pl=21&initcwndbps=1286250&vprv=1&mime=video%2Fmp4&ratebypass=yes&dur=231.154&lmt=1617887234921604&mt=1676833028&fvip=2&fexp=24007246&c=ANDROID&txp=6216222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAIB2wATyq9KKgLKJNkeTFU0gKEaz_DpDUFoodlrG_DigAiEA62LalxjAsNLYgtcJBMNiWApbQlFgrABXi7eURlPJ0Pk%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAL-vtW0oKRN6EGMzl_sMJOpI53tCXjBRbukW5z3oYEzoAiBU4yX4VE-miUlkZDcMIGBn_QX-fkBJ2jL2lV1oXoWcuw%3D%3D,"Is Qadar | Tulsi Kumar, Darshan Raval | Dhol and drumpad cover","Apr 8, 2021",4,29,0.4514,0,523,3.63,https://i.ytimg.com/vi/r7Qb5RZE6Pw/hqdefault.jpg
18,https://rr2---sn-fpnioxu-jj0z.googlevideo.com/videoplayback?expire=1676854977&ei=YXLyY-zbI5PC3LUP_eyLqA0&ip=223.223.140.253&id=o-AOMDCLR-ovyObMul93AxRM6ar_35d467kO7BOm4AFIm_&itag=22&source=youtube&requiressl=yes&mh=y8&mm=31%2C29&mn=sn-fpnioxu-jj0z%2Csn-h557sn67&ms=au%2Crdu&mv=m&mvi=2&pl=21&initcwndbps=1003750&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=263.755&lmt=1602788484686553&mt=1676833028&fvip=1&fexp=24007246&c=ANDROID&txp=6211222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhAPc_tx9nsM-bjhaXvgo7PZJrnbl0X5Qo_9LBu7VrNkUjAiBFP2_FASymZOjuRuTo6vduRFm-yHKAQ51MbztNJQ9NNA%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAIs9OlFeTpnPEtH7ZlzVy2equ3Z2TOdxnZEPVaGuUT6qAiEAkTQnjvmeZNmtjpUIYZxZ6oIxNLFbFZ0lhEUmjO73wqo%3D,Dhak baja Kasor Baja | TABLA EDITION | Robin2bin version Durga Puja special,"Oct 16, 2020",4,9,0.2906,1,20,5.0,https://i.ytimg.com/vi/wIwStq5Z78g/sddefault.jpg
19,https://rr4---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676854979&ei=Y3LyY7uxI5bWvQSm2I_ACQ&ip=223.223.140.253&id=o-AN3IHw74ecUYACPOJ0PhuGuWOmId_T_3279gAwWzgGZU&itag=22&source=youtube&requiressl=yes&mh=id&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h557sn67&ms=au%2Crdu&mv=m&mvi=4&pl=21&initcwndbps=1062500&vprv=1&mime=video%2Fmp4&ratebypass=yes&dur=192.238&lmt=1616407811374969&mt=1676833028&fvip=1&fexp=24007246&c=ANDROID&txp=6216222&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhAMApVnPMKEytjp1aTu6AnBa7S5QJ-Q9zmjGJ0-1MtHh_AiAKwugu3iz0YrisRd5NRF0KHxrD7z_u-64LGRPbkUNuoQ%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgTl09yX-pcymHeev3vdyOwc-ti5JkFdSw6Uj9halh8c4CIGoIC1oBOair8j4PZuWlUKRAr09wr9PH6sMvVVjvn_V8,Radha - Dhvani Bhanushali | Drumpad cover | Robin2bin,"Mar 22, 2021",3,19,0.2587,0,501,2.99,https://i.ytimg.com/vi/Ylw7ipIDPD8/sddefault.jpg
20,https://rr1---sn-fpnioxu-jj0s.googlevideo.com/videoplayback?expire=1676854981&ei=ZXLyY9GWGtn1juMPjq2L2Aw&ip=223.223.140.253&id=o-AJ1YMFhk7PbSeSUnltZ6JFVV831NaEt4Kg9FC6oJPkqy&itag=22&source=youtube&requiressl=yes&mh=db&mm=31%2C29&mn=sn-fpnioxu-jj0s%2Csn-h557sn67&ms=au%2Crdu&mv=m&mvi=1&pl=21&initcwndbps=1162500&vprv=1&mime=video%2Fmp4&cnr=14&ratebypass=yes&dur=131.819&lmt=1630244446302660&mt=1676833266&fvip=2&fexp=24007246&c=ANDROID&txp=6211224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAOs8BU9VUsQLixcxThxSgCWx2BruyoCOWVvRWgkmZzYRAiEAzYr9jtlKGgufibY4vMda5P27k8Tn41Iq30XqkFAFop0%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgCCtrAJtetVCWUMLrWh03p2uLPq5X9jPwEoiTViKFLg0CIFLPkEtPtNB6ky3DRsCJmTrMZ_Ff2a1lLe6YKyrnXvva,"Dil Melt Karda **TABLA COVER** Haseen Dillruba |Taapsee P,Vikrant M, Harshvardhan R| Amit T","Jun 16, 2021",2,24,0.3877,0,382,3.14,https://i.ytimg.com/vi/KlpHuDssSNA/sddefault.jpg
